car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Audi A4,Audi,A4,4,49000,Dealer,Petrol,Automatic,17.84,1395,147.51,5,2650000
Ford Figo,Ford,Figo,9,68000,Dealer,Diesel,Manual,20.0,1399,68.05,5,169000
Maruti Alto,Maruti,Alto,2,13413,Dealer,Petrol,Automatic,23.95,998,67.05,5,485000
BMW 3,BMW,3,6,44000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,2300000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,8,60000,Individual,Diesel,Automatic,13.5,2987,282.0,5,2600000
Tata Harrier,Tata,Harrier,2,15000,Individual,Diesel,Manual,17.0,1956,138.1,5,1750000
Maruti Wagon R,Maruti,Wagon R,12,64321,Dealer,Petrol,Manual,21.79,998,67.05,5,235000
Jeep Compass,Jeep,Compass,2,28000,Dealer,Petrol,Manual,16.0,1368,160.0,5,1450000
Hyundai Grand,Hyundai,Grand,7,65000,Dealer,Petrol,Manual,18.9,1197,82.0,5,399000
Hyundai Creta,Hyundai,Creta,4,77000,Individual,Diesel,Manual,21.38,1396,88.7,5,1100000
Mahindra Marazzo,Mahindra,Marazzo,3,25000,Individual,Diesel,Manual,17.3,1497,121.0,8,1150000
Tata Tigor,Tata,Tigor,4,25000,Individual,Petrol,Manual,20.3,1199,84.0,5,500000
Maruti Wagon R,Maruti,Wagon R,6,50000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
Honda City,Honda,City,14,90000,Dealer,Petrol,Manual,16.9,1497,100.0,5,275000
Volkswagen Polo,Volkswagen,Polo,11,106451,Dealer,Petrol,Manual,16.47,1198,73.9,5,225000
Maserati Ghibli,Maserati,Ghibli,5,15000,Dealer,Diesel,Automatic,20.41,2987,271.0,5,6200000
Hyundai i20,Hyundai,i20,11,47000,Dealer,Petrol,Manual,17.0,1197,80.0,5,235000
Maruti Vitara,Maruti,Vitara,2,22000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,870000
BMW X3,BMW,X3,5,36799,Dealer,Diesel,Automatic,18.56,1995,187.7,5,3985000
Hyundai Verna,Hyundai,Verna,2,20000,Individual,Petrol,Manual,17.0,1591,121.3,5,970000
Honda Amaze,Honda,Amaze,4,35000,Individual,Petrol,Manual,17.8,1198,86.7,5,525000
Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Individual,Petrol,Manual,20.85,1197,83.14,5,489000
Hyundai Verna,Hyundai,Verna,13,11400,Dealer,Diesel,Manual,22.32,1582,126.32,5,170000
Mahindra XUV500,Mahindra,XUV500,4,43000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1195000
Skoda Rapid,Skoda,Rapid,7,80000,Dealer,Diesel,Manual,21.14,1498,103.6,5,525000
Hyundai i20,Hyundai,i20,7,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,425000
Skoda Superb,Skoda,Superb,12,70000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,396000
Maruti Swift Dzire,Maruti,Swift Dzire,1,18000,Dealer,Petrol,Manual,21.21,1197,81.8,5,800000
Renault KWID,Renault,KWID,5,60000,Individual,Petrol,Manual,23.01,999,67.0,5,215000
Maruti Alto,Maruti,Alto,8,46242,Individual,Petrol,Manual,20.92,998,67.1,5,280000
Renault Duster,Renault,Duster,8,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,400000
Hyundai Grand,Hyundai,Grand,6,69000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,475000
Maruti Ciaz,Maruti,Ciaz,3,23167,Dealer,Petrol,Manual,21.56,1462,103.25,5,725000
Skoda Rapid,Skoda,Rapid,9,103000,Dealer,Petrol,Automatic,14.3,1598,105.0,5,550000
Hyundai i20,Hyundai,i20,2,5000,Individual,Petrol,Manual,18.6,1197,81.86,5,700000
Toyota Innova,Toyota,Innova,4,62000,Individual,Diesel,Manual,13.68,2393,147.8,7,1850000
Mini Cooper,Mini,Cooper,7,21800,Dealer,Petrol,Automatic,15.6,1598,120.7,5,2000000
Hyundai Grand,Hyundai,Grand,4,50000,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000
Maruti Baleno,Maruti,Baleno,4,20000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,710000
Hyundai Santro,Hyundai,Santro,2,10000,Individual,Petrol,Automatic,20.3,1086,68.0,5,575000
Maruti Swift Dzire,Maruti,Swift Dzire,5,52000,Individual,Petrol,Manual,20.85,1197,83.14,5,550000
Skoda Superb,Skoda,Superb,7,80182,Dealer,Diesel,Automatic,17.2,1968,138.08,5,1075000
Honda City,Honda,City,10,85000,Individual,Petrol,Manual,17.0,1497,118.0,5,530000
Hyundai Creta,Hyundai,Creta,4,66000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1199000
Hyundai Verna,Hyundai,Verna,5,35000,Individual,Diesel,Manual,24.8,1396,88.7,5,655000
BMW 3,BMW,3,8,15000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1900000
Toyota Innova,Toyota,Innova,7,148533,Dealer,Diesel,Manual,12.99,2494,100.0,7,975000
Honda City,Honda,City,8,8989,Dealer,Petrol,Manual,16.8,1497,116.3,5,525000
Maruti Wagon R,Maruti,Wagon R,3,23000,Dealer,Petrol,Automatic,20.51,998,67.0,5,465000
Mahindra KUV,Mahindra,KUV,5,25000,Dealer,Diesel,Manual,25.32,1198,77.0,6,400000
Renault Duster,Renault,Duster,5,138000,Individual,Diesel,Manual,19.87,1461,83.8,5,578000
Maruti Alto,Maruti,Alto,11,425785,Dealer,Petrol,Manual,23.95,998,67.05,5,195000
Ford Ecosport,Ford,Ecosport,8,92000,Dealer,Diesel,Manual,22.7,1498,89.84,5,430000
Ford Figo,Ford,Figo,10,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,270000
Maruti Swift,Maruti,Swift,11,78300,Dealer,Petrol,Manual,16.1,1197,85.0,5,225000
Honda City,Honda,City,12,67500,Dealer,Petrol,Automatic,16.8,1497,118.0,5,290000
Mahindra XUV300,Mahindra,XUV300,1,2000,Individual,Diesel,Manual,20.0,1497,115.0,5,800000
Maruti Ciaz,Maruti,Ciaz,3,31000,Dealer,Petrol,Manual,20.65,1462,103.25,5,799000
Mahindra Marazzo,Mahindra,Marazzo,3,100000,Individual,Diesel,Manual,17.3,1497,121.0,8,680000
Ford Aspire,Ford,Aspire,4,5000,Individual,Petrol,Manual,18.16,1196,86.8,5,510000
Maruti Vitara,Maruti,Vitara,5,56000,Dealer,Diesel,Manual,24.3,1248,88.5,5,800000
Tata Tiago,Tata,Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,550000
Ford Aspire,Ford,Aspire,2,40000,Individual,Diesel,Manual,26.1,1498,99.23,5,650000
Hyundai Verna,Hyundai,Verna,6,30000,Dealer,Petrol,Manual,17.1,1591,121.3,5,635000
Maruti Wagon R,Maruti,Wagon R,9,59000,Individual,Petrol,Manual,18.9,998,67.1,5,300000
Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,384000
Honda Civic,Honda,Civic,2,13989,Dealer,Petrol,Automatic,16.5,1799,139.46,5,2150000
Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,Petrol,Manual,20.51,998,67.04,5,350000
Skoda Rapid,Skoda,Rapid,7,66000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,580000
Maruti Ertiga,Maruti,Ertiga,4,24000,Dealer,Petrol,Manual,19.01,1462,103.26,7,825000
Mahindra XUV500,Mahindra,XUV500,6,67067,Dealer,Diesel,Manual,16.0,1997,140.0,7,1320000
Mahindra XUV500,Mahindra,XUV500,8,85000,Dealer,Diesel,Manual,16.0,2179,140.0,7,480000
Maruti Swift,Maruti,Swift,10,30000,Individual,Petrol,Manual,16.1,1197,85.0,5,410000
Audi A4,Audi,A4,7,67700,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1550000
Honda City,Honda,City,13,70000,Dealer,Petrol,Manual,17.7,1497,78.0,5,235000
BMW 3,BMW,3,11,60000,Individual,Diesel,Automatic,13.2,1995,170.0,5,900000
Renault KWID,Renault,KWID,2,23000,Dealer,Petrol,Manual,25.17,799,53.3,5,425000
Honda City,Honda,City,9,54311,Dealer,Petrol,Manual,16.8,1497,116.3,5,465000
Ford Ecosport,Ford,Ecosport,6,50000,Individual,Petrol,Manual,15.85,1499,110.4,5,550000
Honda Amaze,Honda,Amaze,2,4387,Dealer,Petrol,Manual,17.8,1198,86.7,5,685000
Ford Ecosport,Ford,Ecosport,7,43000,Dealer,Diesel,Manual,22.7,1498,89.84,5,540000
Maruti Ignis,Maruti,Ignis,0,5000,Individual,Petrol,Manual,20.89,1197,81.8,5,550000
Mahindra XUV500,Mahindra,XUV500,5,60000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1200000
Mahindra XUV500,Mahindra,XUV500,4,60000,Dealer,Diesel,Manual,15.1,2179,152.87,7,1500000
Hyundai Grand,Hyundai,Grand,4,37079,Dealer,Petrol,Manual,18.9,1197,82.0,5,540000
Toyota Innova,Toyota,Innova,10,94000,Individual,Diesel,Manual,12.8,2494,102.0,8,700000
Nissan Kicks,Nissan,Kicks,2,10000,Individual,Diesel,Manual,19.39,1461,108.49,0,1154000
Hyundai Verna,Hyundai,Verna,12,90000,Individual,Diesel,Manual,18.1,1493,110.0,5,290000
Hyundai Grand,Hyundai,Grand,5,21689,Dealer,Petrol,Automatic,18.9,1197,82.0,5,600000
Maruti Ciaz,Maruti,Ciaz,6,40000,Dealer,Petrol,Manual,20.73,1373,91.1,5,715000
Honda City,Honda,City,4,71000,Dealer,Petrol,Manual,17.8,1497,117.3,5,850000
Toyota Innova,Toyota,Innova,5,70001,Dealer,Diesel,Manual,12.99,2494,100.6,7,975000
Hyundai i20,Hyundai,i20,3,28061,Dealer,Petrol,Automatic,15.0,1396,100.0,5,825000
Maruti Swift Dzire,Maruti,Swift Dzire,3,22000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,795000
Hyundai Grand,Hyundai,Grand,3,13000,Dealer,Petrol,Manual,18.9,1197,81.86,5,499000
Hyundai Grand,Hyundai,Grand,5,65834,Dealer,Petrol,Manual,18.9,1197,82.0,5,550000
Mahindra Thar,Mahindra,Thar,3,22000,Dealer,Diesel,Manual,16.55,2498,105.0,6,835000
Maruti Alto,Maruti,Alto,11,48679,Dealer,Petrol,Manual,19.7,796,46.3,5,130000
Jeep Compass,Jeep,Compass,4,17485,Dealer,Petrol,Automatic,16.0,1368,160.0,5,1512000
Honda Civic,Honda,Civic,11,80000,Individual,Petrol,Manual,13.5,1799,130.0,5,240000
Skoda Superb,Skoda,Superb,5,65000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1515000
Hyundai Santro,Hyundai,Santro,12,57313,Dealer,Petrol,Manual,17.92,1086,62.1,5,275000
Hyundai i20,Hyundai,i20,11,99250,Individual,Petrol,Manual,17.0,1197,80.0,5,325000
Kia Seltos,Kia,Seltos,2,4500,Dealer,Petrol,Manual,16.1,1353,138.0,5,1725000
Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,325000
Hyundai i20,Hyundai,i20,6,44000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000
Maruti Swift Dzire,Maruti,Swift Dzire,7,63000,Dealer,Diesel,Manual,23.4,1248,74.0,5,595000
Maruti Eeco,Maruti,Eeco,7,46311,Dealer,CNG,Manual,21.94,1196,61.7,5,349000
Honda City,Honda,City,9,75000,Dealer,Petrol,Manual,17.4,1497,117.3,5,400000
Renault KWID,Renault,KWID,5,24000,Dealer,Petrol,Manual,25.17,799,53.3,5,375000
Maruti Swift Dzire,Maruti,Swift Dzire,5,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000
Honda Amaze,Honda,Amaze,8,78000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,500000
Maruti Ertiga,Maruti,Ertiga,6,77100,Dealer,Petrol,Manual,16.02,1373,93.7,7,550000
Maruti Alto,Maruti,Alto,3,59000,Dealer,CNG,Manual,33.44,796,40.3,4,300000
Maruti Swift,Maruti,Swift,8,70000,Dealer,Diesel,Manual,28.4,1248,74.0,5,490000
Maruti Swift Dzire,Maruti,Swift Dzire,13,110000,Individual,Diesel,Manual,19.3,1248,73.9,5,325000
Maruti Vitara,Maruti,Vitara,4,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,820000
Honda City,Honda,City,4,15735,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000
Maruti Alto,Maruti,Alto,12,73000,Dealer,Petrol,Manual,19.7,796,46.3,5,135000
Hyundai Creta,Hyundai,Creta,4,34500,Individual,Diesel,Automatic,17.6,1582,126.2,5,1155000
Maruti Swift Dzire,Maruti,Swift Dzire,2,22000,Dealer,Petrol,Manual,21.21,1197,81.8,5,775000
Mahindra XUV500,Mahindra,XUV500,6,87000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1350000
Honda Amaze,Honda,Amaze,3,20000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,699000
Hyundai i20,Hyundai,i20,4,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,760000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1350000
Hyundai Verna,Hyundai,Verna,10,138886,Dealer,Diesel,Manual,16.8,1493,110.0,5,450000
Ford Ecosport,Ford,Ecosport,3,15000,Individual,Petrol,Manual,17.0,1497,121.36,5,900000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,400000
Maruti Baleno,Maruti,Baleno,5,76000,Dealer,Diesel,Manual,27.39,1248,74.0,5,650000
Skoda Octavia,Skoda,Octavia,4,67001,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1650000
Hyundai Grand,Hyundai,Grand,5,91288,Dealer,Diesel,Manual,24.0,1120,70.0,5,583000
BMW X5,BMW,X5,7,39000,Dealer,Diesel,Automatic,15.3,2993,258.0,5,3995000
Hyundai i20,Hyundai,i20,9,98000,Dealer,Diesel,Manual,21.27,1396,88.76,5,375000
Maruti Swift Dzire,Maruti,Swift Dzire,2,10450,Dealer,Diesel,Automatic,28.4,1248,74.02,5,850000
Maruti Baleno,Maruti,Baleno,4,65000,Individual,Petrol,Manual,21.4,1197,83.1,5,520000
Maruti Swift,Maruti,Swift,4,19000,Dealer,Petrol,Manual,20.4,1197,81.8,5,625000
Volkswagen Vento,Volkswagen,Vento,8,50000,Individual,Diesel,Manual,20.54,1598,103.6,5,320000
Maruti Swift Dzire,Maruti,Swift Dzire,6,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,475000
Maruti Ertiga,Maruti,Ertiga,3,67000,Dealer,Diesel,Manual,24.2,1498,93.87,7,890000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,45000,Dealer,Diesel,Automatic,13.0,2143,204.0,5,2475000
Hyundai Verna,Hyundai,Verna,7,78000,Dealer,Diesel,Manual,22.32,1582,126.32,5,670000
Maruti Swift,Maruti,Swift,3,56000,Individual,Petrol,Manual,22.0,1197,81.8,5,500000
Honda Civic,Honda,Civic,10,180000,Individual,Petrol,Manual,14.8,1799,130.2,5,350000
Toyota Innova,Toyota,Innova,5,90000,Individual,Diesel,Manual,13.68,2393,147.8,8,1750000
Maruti Ciaz,Maruti,Ciaz,2,14000,Dealer,Petrol,Manual,21.56,1462,103.25,5,825000
Maruti Ciaz,Maruti,Ciaz,4,35700,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000
Maruti Wagon R,Maruti,Wagon R,7,50000,Individual,LPG,Manual,14.6,998,61.6,5,350000
Skoda Rapid,Skoda,Rapid,7,20353,Dealer,Diesel,Manual,20.5,1598,103.5,5,521000
Ford Figo,Ford,Figo,6,52000,Dealer,Diesel,Manual,25.83,1498,99.0,5,550000
Hyundai Verna,Hyundai,Verna,3,37000,Dealer,Petrol,Manual,17.01,1591,121.3,5,990000
Volkswagen Polo,Volkswagen,Polo,6,55000,Dealer,Petrol,Manual,16.2,1199,74.0,5,499000
Maruti Ertiga,Maruti,Ertiga,8,38000,Individual,Diesel,Manual,20.77,1248,88.8,7,650000
Maruti Ertiga,Maruti,Ertiga,5,51500,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000
Hyundai Creta,Hyundai,Creta,5,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,960000
Volkswagen Polo,Volkswagen,Polo,5,75815,Dealer,Diesel,Manual,20.14,1498,88.5,5,590000
Hyundai i10,Hyundai,i10,5,50979,Dealer,Petrol,Manual,19.81,1086,68.05,5,445000
Honda WR-V,Honda,WR-V,4,40011,Dealer,Diesel,Manual,25.5,1498,98.6,5,799000
Maruti Ciaz,Maruti,Ciaz,3,35000,Dealer,Diesel,Manual,26.32,1498,93.87,5,755000
Hyundai i10,Hyundai,i10,5,67817,Dealer,Petrol,Manual,20.36,1197,78.9,5,465000
Jeep Compass,Jeep,Compass,3,50000,Individual,Diesel,Manual,17.1,1956,170.0,5,1500000
Toyota Innova,Toyota,Innova,8,42000,Dealer,Diesel,Manual,12.99,2494,100.6,8,850000
Maruti Eeco,Maruti,Eeco,6,60000,Individual,CNG,Manual,20.0,1196,63.0,5,250000
Ford Ecosport,Ford,Ecosport,3,9929,Trustmark Dealer,Petrol,Manual,17.0,1497,121.36,5,750000
Honda City,Honda,City,4,27000,Dealer,Petrol,Manual,17.8,1497,117.3,5,875000
Hyundai i10,Hyundai,i10,12,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,165000
Honda City,Honda,City,11,86000,Dealer,Petrol,Manual,17.0,1497,118.0,5,335000
Hyundai Verna,Hyundai,Verna,8,64308,Dealer,Diesel,Automatic,18.0,1582,126.2,5,485000
Renault KWID,Renault,KWID,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
Hyundai i20,Hyundai,i20,5,48000,Dealer,Diesel,Manual,21.9,1396,88.76,5,625000
Toyota Fortuner,Toyota,Fortuner,1,6300,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3650000
Toyota Innova,Toyota,Innova,9,255000,Individual,Diesel,Manual,12.8,2494,102.0,8,725000
Tata Hexa,Tata,Hexa,4,74000,Dealer,Diesel,Manual,17.6,2179,153.86,7,1050000
Toyota Fortuner,Toyota,Fortuner,4,45000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2750000
Tata Tiago,Tata,Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,470000
Honda City,Honda,City,10,71000,Dealer,Petrol,Manual,16.8,1497,116.4,5,325000
Mahindra XUV500,Mahindra,XUV500,4,74000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1300000
Maruti Alto,Maruti,Alto,15,20000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
Skoda Octavia,Skoda,Octavia,11,300000,Individual,Diesel,Manual,18.7,1896,66.0,5,400000
Mahindra XUV500,Mahindra,XUV500,6,76000,Dealer,Diesel,Manual,16.0,1997,140.0,7,776000
Hyundai Verna,Hyundai,Verna,2,65000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1100000
Honda City,Honda,City,11,72000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,331000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,12,56000,Dealer,Petrol,Automatic,11.74,1796,186.0,5,649000
Hyundai Creta,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,975000
Maruti Swift,Maruti,Swift,4,58832,Dealer,Diesel,Manual,25.2,1248,74.0,5,675000
Maruti Swift Dzire,Maruti,Swift Dzire,11,50000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
BMW X1,BMW,X1,6,25000,Dealer,Diesel,Automatic,17.05,1995,184.0,5,1750000
Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1350000
Maruti Swift Dzire,Maruti,Swift Dzire,5,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,525000
Hyundai i10,Hyundai,i10,11,80000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
Maruti Wagon R,Maruti,Wagon R,4,66628,Dealer,CNG,Manual,26.6,998,58.16,5,415000
Skoda Rapid,Skoda,Rapid,7,54000,Dealer,Petrol,Manual,15.0,1598,103.5,5,525000
Hyundai Santro,Hyundai,Santro,8,39000,Dealer,Petrol,Manual,17.92,1086,62.1,5,230000
Hyundai Grand,Hyundai,Grand,3,7245,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000
Land Rover Rover,Land Rover,Rover,4,35000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,4650000
Mahindra Bolero,Mahindra,Bolero,4,80000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000
Hyundai Grand,Hyundai,Grand,5,20000,Individual,Petrol,Manual,18.9,1197,82.0,5,550000
Maruti Ertiga,Maruti,Ertiga,8,68500,Dealer,CNG,Manual,22.8,1373,80.9,7,585000
Hyundai i10,Hyundai,i10,5,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,350000
Maruti Alto,Maruti,Alto,3,40000,Individual,Petrol,Manual,24.7,796,47.3,5,350000
Volkswagen Polo,Volkswagen,Polo,7,53000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,535000
Honda Jazz,Honda,Jazz,9,40383,Dealer,Petrol,Manual,16.7,1198,88.8,5,325000
Skoda Rapid,Skoda,Rapid,7,49000,Dealer,Diesel,Manual,20.5,1598,103.5,5,625000
Mahindra KUV100,Mahindra,KUV100,4,12950,Dealer,Petrol,Manual,18.15,1198,82.0,6,399000
Hyundai Elantra,Hyundai,Elantra,6,50000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,850000
Hyundai Creta,Hyundai,Creta,4,90000,Individual,Petrol,Manual,15.29,1591,121.3,5,1180000
Toyota Innova,Toyota,Innova,5,76000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1250000
Hyundai Verna,Hyundai,Verna,5,25000,Individual,Petrol,Manual,17.01,1591,121.3,5,780000
Honda Jazz,Honda,Jazz,6,19567,Dealer,Petrol,Manual,18.7,1199,88.7,5,575000
Toyota Fortuner,Toyota,Fortuner,9,100000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1175000
Maruti Wagon R,Maruti,Wagon R,10,64000,Dealer,CNG,Manual,26.2,998,58.2,5,225000
Hyundai Grand,Hyundai,Grand,5,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,430000
Maruti Wagon R,Maruti,Wagon R,11,57000,Dealer,Petrol,Manual,18.9,998,67.1,5,211000
Maruti Vitara,Maruti,Vitara,2,15000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
Hyundai Creta,Hyundai,Creta,3,35000,Individual,Diesel,Manual,20.5,1582,126.2,5,1300000
Skoda Superb,Skoda,Superb,9,55200,Dealer,Petrol,Manual,13.14,1798,157.8,5,525000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,780000
Maruti Ciaz,Maruti,Ciaz,5,41000,Dealer,Diesel,Manual,28.09,1248,88.5,5,750000
BMW 7,BMW,7,9,36000,Dealer,Diesel,Automatic,17.66,2993,261.49,4,2300000
Maruti Ciaz,Maruti,Ciaz,5,115000,Dealer,Diesel,Manual,28.09,1248,88.5,5,655000
Hyundai i10,Hyundai,i10,8,120000,Individual,Petrol,Manual,20.36,1197,78.9,5,330000
Tata Nexon,Tata,Nexon,3,12000,Dealer,Diesel,Manual,21.5,1497,108.5,5,885000
Maruti Swift Dzire,Maruti,Swift Dzire,6,86000,Dealer,Diesel,Manual,26.59,1248,74.0,5,675000
BMW 3,BMW,3,10,56000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,690000
Volkswagen Polo,Volkswagen,Polo,4,32000,Dealer,Diesel,Manual,20.14,1498,88.7,5,655000
Honda Amaze,Honda,Amaze,6,57000,Dealer,Petrol,Manual,18.0,1198,86.7,5,390000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,13,57000,Dealer,Petrol,Manual,11.7,1796,178.0,5,425000
Mahindra XUV500,Mahindra,XUV500,6,110000,Individual,Diesel,Manual,16.0,1997,140.0,7,950000
Hyundai Creta,Hyundai,Creta,5,30000,Dealer,Petrol,Manual,15.8,1591,121.3,5,895000
Maruti Swift Dzire,Maruti,Swift Dzire,4,56000,Dealer,Diesel,Manual,26.59,1248,74.0,5,651000
Tata Safari,Tata,Safari,8,68192,Dealer,Diesel,Manual,14.1,2179,147.94,7,550000
Honda City,Honda,City,3,41000,Dealer,Petrol,Manual,17.4,1497,117.3,5,800000
Tata Safari,Tata,Safari,9,59839,Dealer,Diesel,Manual,14.0,2179,138.1,7,525000
Hyundai i20,Hyundai,i20,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,741000
Maruti Swift,Maruti,Swift,4,68791,Dealer,Diesel,Manual,25.2,1248,74.0,5,510000
Mahindra XUV500,Mahindra,XUV500,8,51674,Dealer,Diesel,Manual,15.1,2179,140.0,7,570000
Volkswagen Polo,Volkswagen,Polo,4,66900,Individual,Diesel,Manual,20.14,1498,88.0,5,700000
Maruti Ertiga,Maruti,Ertiga,6,94000,Dealer,Diesel,Manual,25.47,1248,88.5,7,699000
Maruti Vitara,Maruti,Vitara,2,15000,Individual,Diesel,Automatic,24.3,1248,88.5,5,942000
Honda City,Honda,City,2,20410,Dealer,Petrol,Manual,17.0,1497,118.0,5,1140000
Hyundai Creta,Hyundai,Creta,3,20000,Individual,Diesel,Manual,19.67,1582,126.2,5,1100000
Maruti Alto,Maruti,Alto,6,42000,Dealer,Petrol,Manual,23.95,998,67.05,5,285000
Jaguar XF,Jaguar,XF,10,45000,Individual,Diesel,Automatic,14.74,2993,270.9,5,2800000
Maruti Swift Dzire,Maruti,Swift Dzire,4,48000,Dealer,Petrol,Manual,19.0,1197,85.8,5,475000
Ford Ecosport,Ford,Ecosport,6,52000,Dealer,Diesel,Manual,22.77,1498,98.59,5,795000
Maruti Wagon R,Maruti,Wagon R,4,60000,Individual,CNG,Manual,26.6,998,58.16,5,320000
Maruti Ciaz,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,650000
Hyundai Creta,Hyundai,Creta,6,35000,Individual,Diesel,Manual,19.67,1582,126.2,5,850000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,28000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2500000
Maruti Alto,Maruti,Alto,4,25884,Dealer,Petrol,Manual,23.95,998,67.05,5,385000
Toyota Innova,Toyota,Innova,9,174000,Dealer,Diesel,Manual,12.8,2494,102.0,8,850000
Mahindra KUV,Mahindra,KUV,5,20200,Dealer,Diesel,Manual,25.32,1198,77.0,5,435000
Maruti Ertiga,Maruti,Ertiga,7,22681,Dealer,Petrol,Manual,16.02,1373,93.7,7,525000
Audi A4,Audi,A4,8,58000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1495000
Hyundai Verna,Hyundai,Verna,1,5000,Individual,Petrol,Manual,17.7,1497,113.42,5,816000
Maruti Alto,Maruti,Alto,4,50000,Dealer,CNG,Manual,32.26,998,58.2,4,315000
Hyundai Creta,Hyundai,Creta,4,47000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1115000
Hyundai i20,Hyundai,i20,2,16000,Dealer,Diesel,Manual,22.54,1396,88.73,5,861000
Volkswagen Polo,Volkswagen,Polo,7,28492,Dealer,Petrol,Manual,16.47,1198,74.0,5,400000
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,465000
Toyota Innova,Toyota,Innova,6,65000,Dealer,Diesel,Manual,12.8,2494,102.0,8,930000
